Batch Name,Number of Ballots
MONROE COUNTY ERIE TOWNSHIP 00001,565
MONROE COUNTY ERIE TOWNSHIP 00002,479
MONROE COUNTY EXETER TOWNSHIP 00001,404
MONROE COUNTY EXETER TOWNSHIP 00002,525
MONROE COUNTY FRENCHTOWN TOWNSHIP 00001,366
MONROE COUNTY FRENCHTOWN TOWNSHIP 00002,375
MONROE COUNTY FRENCHTOWN TOWNSHIP 00003,403
MONROE COUNTY FRENCHTOWN TOWNSHIP 00004,515
MONROE COUNTY FRENCHTOWN TOWNSHIP 00005,716
MONROE COUNTY FRENCHTOWN TOWNSHIP 00006,603
MONROE COUNTY FRENCHTOWN TOWNSHIP 00007,894
MONROE COUNTY FRENCHTOWN TOWNSHIP 00008,481
MONROE COUNTY FRENCHTOWN TOWNSHIP 00009,391
MONROE COUNTY IDA TOWNSHIP 00001,630
MONROE COUNTY IDA TOWNSHIP 00002,563
MONROE COUNTY LA SALLE TOWNSHIP 00001,528
MONROE COUNTY LA SALLE TOWNSHIP 00002,642
MONROE COUNTY LONDON TOWNSHIP 00001,742
MONROE COUNTY LUNA PIER CITY 00001,347
MONROE COUNTY MILAN TOWNSHIP 00001,418
MONROE COUNTY MILAN CITY 00001,492
MONROE COUNTY MONROE CITY 00001,829
MONROE COUNTY MONROE CITY 00002,767
MONROE COUNTY MONROE CITY 00003N,388
MONROE COUNTY MONROE CITY 00003S,448
MONROE COUNTY MONROE CITY 00004,837
MONROE COUNTY MONROE CITY 00005,850
MONROE COUNTY MONROE CITY 00006,743
MONROE COUNTY MONROE TOWNSHIP 00001,436
MONROE COUNTY MONROE TOWNSHIP 00002,451
MONROE COUNTY MONROE TOWNSHIP 00003,331
MONROE COUNTY MONROE TOWNSHIP 00004,693
MONROE COUNTY MONROE TOWNSHIP 00005,755
MONROE COUNTY MONROE TOWNSHIP 00006,515
MONROE COUNTY PETERSBURG CITY 00001,266
MONROE COUNTY RAISINVILLE TOWNSHIP 00001,683
MONROE COUNTY RAISINVILLE TOWNSHIP 00002,819
MONROE COUNTY SUMMERFIELD TOWNSHIP 00001,729
MONROE COUNTY WHITEFORD TOWNSHIP 00001,620
MONROE COUNTY WHITEFORD TOWNSHIP 00002,514
MONTCALM COUNTY BELVIDERE TOWNSHIP 00001,493
MONTCALM COUNTY BLOOMER TOWNSHIP 00001,265
MONTCALM COUNTY BUSHNELL TOWNSHIP 00001,317
MONTCALM COUNTY CARSON CITY CITY 00001,245
MONTCALM COUNTY CATO TOWNSHIP 00001,638
MONTCALM COUNTY CRYSTAL TOWNSHIP 00001,587
MONTCALM COUNTY DAY TOWNSHIP 00001,247
MONTCALM COUNTY DOUGLASS TOWNSHIP 00001,544
MONTCALM COUNTY EUREKA TOWNSHIP 00001,449
MONTCALM COUNTY EUREKA TOWNSHIP 00002,480
MONTCALM COUNTY EVERGREEN TOWNSHIP 00001,371
MONTCALM COUNTY EVERGREEN TOWNSHIP 00002,296
MONTCALM COUNTY FAIRPLAIN TOWNSHIP 00001,402
MONTCALM COUNTY FERRIS TOWNSHIP 00001,287
MONTCALM COUNTY GREENVILLE CITY 00001,488
MONTCALM COUNTY GREENVILLE CITY 00002,469
MONTCALM COUNTY GREENVILLE CITY 00003,478
MONTCALM COUNTY GREENVILLE CITY 00004,360
MONTCALM COUNTY HOME TOWNSHIP 00001,574
MONTCALM COUNTY MAPLE VALLEY TOWNSHIP 00001,428
MONTCALM COUNTY MONTCALM TOWNSHIP 00001,794
MONTCALM COUNTY PIERSON TOWNSHIP 00001,775
MONTCALM COUNTY PINE TOWNSHIP 00001,386
MONTCALM COUNTY REYNOLDS TOWNSHIP 00001,654
MONTCALM COUNTY REYNOLDS TOWNSHIP 00002,513
MONTCALM COUNTY RICHLAND TOWNSHIP 00001,613
MONTCALM COUNTY SIDNEY TOWNSHIP 00001,597
MONTCALM COUNTY STANTON CITY 00001,245
MONTCALM COUNTY WINFIELD TOWNSHIP 00001,521
MONTMORENCY COUNTY ALBERT TOWNSHIP 00001,653
MONTMORENCY COUNTY AVERY TOWNSHIP 00001,170
MONTMORENCY COUNTY BRILEY TOWNSHIP 00001,511
MONTMORENCY COUNTY HILLMAN TOWNSHIP 00001,488
MONTMORENCY COUNTY LOUD TOWNSHIP 00001,74
MONTMORENCY COUNTY MONTMORENCY TOWNSHIP 00001,159
MONTMORENCY COUNTY MONTMORENCY TOWNSHIP 00002,133
MONTMORENCY COUNTY RUST TOWNSHIP 00001,127
MONTMORENCY COUNTY VIENNA TOWNSHIP 00001,141
MUSKEGON COUNTY BLUE LAKE TOWNSHIP 00001,585
MUSKEGON COUNTY CASNOVIA TOWNSHIP 00001,571
MUSKEGON COUNTY CEDAR CREEK TOWNSHIP 00001,769
MUSKEGON COUNTY DALTON TOWNSHIP 00001,592
MUSKEGON COUNTY DALTON TOWNSHIP 00002,486
MUSKEGON COUNTY DALTON TOWNSHIP 00003,367
MUSKEGON COUNTY DALTON TOWNSHIP 00004,686
MUSKEGON COUNTY EGELSTON TOWNSHIP 00001,553
MUSKEGON COUNTY EGELSTON TOWNSHIP 00002,905
MUSKEGON COUNTY EGELSTON TOWNSHIP 00003,919
MUSKEGON COUNTY FRUITLAND TOWNSHIP 00001,702
MUSKEGON COUNTY FRUITLAND TOWNSHIP 00002,692
MUSKEGON COUNTY FRUITPORT TOWNSHIP 00001,802
MUSKEGON COUNTY FRUITPORT TOWNSHIP 00002,845
MUSKEGON COUNTY FRUITPORT TOWNSHIP 00003,819
MUSKEGON COUNTY FRUITPORT TOWNSHIP 00004,905
MUSKEGON COUNTY HOLTON TOWNSHIP 00001,562
MUSKEGON COUNTY LAKETON TOWNSHIP 00001,497
MUSKEGON COUNTY LAKETON TOWNSHIP 00002,721
MUSKEGON COUNTY LAKETON TOWNSHIP 00003,624
MUSKEGON COUNTY MONTAGUE CITY 00001,570
MUSKEGON COUNTY MONTAGUE TOWNSHIP 00001,376
MUSKEGON COUNTY MOORLAND TOWNSHIP 00001,373
MUSKEGON COUNTY MUSKEGON CITY 01001,484
MUSKEGON COUNTY MUSKEGON CITY 01002,500
MUSKEGON COUNTY MUSKEGON CITY 01003,518
MUSKEGON COUNTY MUSKEGON CITY 01004,543
MUSKEGON COUNTY MUSKEGON CITY 02005,536
MUSKEGON COUNTY MUSKEGON CITY 02006,591
MUSKEGON COUNTY MUSKEGON CITY 02007,724
MUSKEGON COUNTY MUSKEGON CITY 03008,525
MUSKEGON COUNTY MUSKEGON CITY 03009,730
MUSKEGON COUNTY MUSKEGON CITY 03010,714
MUSKEGON COUNTY MUSKEGON CITY 04011,614
MUSKEGON COUNTY MUSKEGON CITY 04012,580
MUSKEGON COUNTY MUSKEGON CITY 04013,500
MUSKEGON COUNTY MUSKEGON CITY 04014,395
MUSKEGON COUNTY MUSKEGON TOWNSHIP 00001,564
MUSKEGON COUNTY MUSKEGON TOWNSHIP 00002,480
MUSKEGON COUNTY MUSKEGON TOWNSHIP 00003,605
MUSKEGON COUNTY MUSKEGON TOWNSHIP 00004,726
MUSKEGON COUNTY MUSKEGON TOWNSHIP 00005,655
MUSKEGON COUNTY MUSKEGON TOWNSHIP 00006,544
MUSKEGON COUNTY MUSKEGON TOWNSHIP 00007,423
MUSKEGON COUNTY MUSKEGON HEIGHTS CITY 00001,668
MUSKEGON COUNTY MUSKEGON HEIGHTS CITY 00002,617
MUSKEGON COUNTY MUSKEGON HEIGHTS CITY 00003,584
MUSKEGON COUNTY MUSKEGON HEIGHTS CITY 00004,713
MUSKEGON COUNTY NORTH MUSKEGON CITY 00001,469
MUSKEGON COUNTY NORTH MUSKEGON CITY 00002,515
MUSKEGON COUNTY NORTON SHORES CITY 01001,556
MUSKEGON COUNTY NORTON SHORES CITY 01002,560
MUSKEGON COUNTY NORTON SHORES CITY 01003,548
MUSKEGON COUNTY NORTON SHORES CITY 01004,607
MUSKEGON COUNTY NORTON SHORES CITY 01005,596
MUSKEGON COUNTY NORTON SHORES CITY 02006,493
MUSKEGON COUNTY NORTON SHORES CITY 02007,616
MUSKEGON COUNTY NORTON SHORES CITY 02008,620
MUSKEGON COUNTY NORTON SHORES CITY 02009,706
MUSKEGON COUNTY NORTON SHORES CITY 02010,671
MUSKEGON COUNTY RAVENNA TOWNSHIP 00001,675
MUSKEGON COUNTY ROOSEVELT PARK CITY 00001,491
MUSKEGON COUNTY ROOSEVELT PARK CITY 00002,466
MUSKEGON COUNTY SULLIVAN TOWNSHIP 00001,603
MUSKEGON COUNTY WHITEHALL CITY 00001,668
MUSKEGON COUNTY WHITEHALL TOWNSHIP 00001,440
MUSKEGON COUNTY WHITE RIVER TOWNSHIP 00001,354
NEWAYGO COUNTY ASHLAND TOWNSHIP 00001,590
NEWAYGO COUNTY BARTON TOWNSHIP 00001,174
NEWAYGO COUNTY BEAVER TOWNSHIP 00001,107
NEWAYGO COUNTY BIG PRAIRIE TOWNSHIP 00001,573
NEWAYGO COUNTY BRIDGETON TOWNSHIP 00001,479
NEWAYGO COUNTY BROOKS TOWNSHIP 00001,302
NEWAYGO COUNTY BROOKS TOWNSHIP 00002,584
NEWAYGO COUNTY CROTON TOWNSHIP 00001,389
NEWAYGO COUNTY CROTON TOWNSHIP 00002,450
NEWAYGO COUNTY DAYTON TOWNSHIP 00001,473
NEWAYGO COUNTY DENVER TOWNSHIP 00001,465
NEWAYGO COUNTY ENSLEY TOWNSHIP 00001,569
NEWAYGO COUNTY EVERETT TOWNSHIP 00001,454
NEWAYGO COUNTY FREMONT CITY 00001,491
NEWAYGO COUNTY FREMONT CITY 00002,481
NEWAYGO COUNTY GARFIELD TOWNSHIP 00001,524
NEWAYGO COUNTY GOODWELL TOWNSHIP 00001,127
NEWAYGO COUNTY GRANT CITY 00001,186
NEWAYGO COUNTY GRANT TOWNSHIP 00001,709
NEWAYGO COUNTY HOME TOWNSHIP 00001,59
NEWAYGO COUNTY LILLEY TOWNSHIP 00001,205
NEWAYGO COUNTY LINCOLN TOWNSHIP 00001,324
NEWAYGO COUNTY MERRILL TOWNSHIP 00001,184
NEWAYGO COUNTY MONROE TOWNSHIP 00001,78
NEWAYGO COUNTY NEWAYGO CITY 00001,498
NEWAYGO COUNTY NORWICH TOWNSHIP 00001,130
NEWAYGO COUNTY SHERIDAN CHARTER TOWNSHIP 00001,599
NEWAYGO COUNTY SHERMAN TOWNSHIP 00001,481
NEWAYGO COUNTY TROY TOWNSHIP 00001,64
NEWAYGO COUNTY WHITE CLOUD CITY 00001,252
NEWAYGO COUNTY WILCOX TOWNSHIP 00001,261
OAKLAND COUNTY ADDISON TOWNSHIP 00001,554
OAKLAND COUNTY ADDISON TOWNSHIP 00002,559
OAKLAND COUNTY ADDISON TOWNSHIP 00003,395
OAKLAND COUNTY AUBURN HILLS CITY 00001,390
OAKLAND COUNTY AUBURN HILLS CITY 00002,444
OAKLAND COUNTY AUBURN HILLS CITY 00003,603
OAKLAND COUNTY AUBURN HILLS CITY 00004,545
OAKLAND COUNTY AUBURN HILLS CITY 00005,409
OAKLAND COUNTY AUBURN HILLS CITY 00006,677
OAKLAND COUNTY AUBURN HILLS CITY 00007,597
OAKLAND COUNTY AUBURN HILLS CITY 00008,531
OAKLAND COUNTY AUBURN HILLS CITY 00009,413
OAKLAND COUNTY BERKLEY CITY 00001,588
OAKLAND COUNTY BERKLEY CITY 00002,552
OAKLAND COUNTY BERKLEY CITY 00003,570
OAKLAND COUNTY BERKLEY CITY 00004,572
OAKLAND COUNTY BERKLEY CITY 00005,493
OAKLAND COUNTY BERKLEY CITY 00006,565
OAKLAND COUNTY BERKLEY CITY 00007,558
OAKLAND COUNTY BIRMINGHAM CITY 00001,610
OAKLAND COUNTY BIRMINGHAM CITY 00002,604
OAKLAND COUNTY BIRMINGHAM CITY 00003,539
OAKLAND COUNTY BIRMINGHAM CITY 00004,605
OAKLAND COUNTY BIRMINGHAM CITY 00005,600
OAKLAND COUNTY BIRMINGHAM CITY 00006,698
OAKLAND COUNTY BIRMINGHAM CITY 00007,714
OAKLAND COUNTY BIRMINGHAM CITY 00008,602
OAKLAND COUNTY BIRMINGHAM CITY 00009,467
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00001,498
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00002,666
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00003,644
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00004,462
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00005,673
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00006,607
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00007,645
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00008,607
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00009,692
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00010,533
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00011,399
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00012,588
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00013,526
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00014,509
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00015,788
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00016,902
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00017,686
OAKLAND COUNTY BLOOMFIELD TOWNSHIP 00018,634
OAKLAND COUNTY BLOOMFIELD HILLS CITY 00001,633
OAKLAND COUNTY BLOOMFIELD HILLS CITY 00002,510
OAKLAND COUNTY BRANDON TOWNSHIP 00001,672
OAKLAND COUNTY BRANDON TOWNSHIP 00002,714
OAKLAND COUNTY BRANDON TOWNSHIP 00003,742
OAKLAND COUNTY BRANDON TOWNSHIP 00004,834
OAKLAND COUNTY BRANDON TOWNSHIP 00005,502
OAKLAND COUNTY BRANDON TOWNSHIP 00006,325
OAKLAND COUNTY CLAWSON CITY 00001,759
OAKLAND COUNTY CLAWSON CITY 00002,513
OAKLAND COUNTY CLAWSON CITY 00003,495
OAKLAND COUNTY CLAWSON CITY 00004,467
OAKLAND COUNTY CLAWSON CITY 00005,605
OAKLAND COUNTY COMMERCE TOWNSHIP 00001,674
OAKLAND COUNTY COMMERCE TOWNSHIP 00002,739
OAKLAND COUNTY COMMERCE TOWNSHIP 00003,754
OAKLAND COUNTY COMMERCE TOWNSHIP 00004,722
OAKLAND COUNTY COMMERCE TOWNSHIP 00005,779
OAKLAND COUNTY COMMERCE TOWNSHIP 00006,573
OAKLAND COUNTY COMMERCE TOWNSHIP 00007,702
OAKLAND COUNTY COMMERCE TOWNSHIP 00008,752
OAKLAND COUNTY COMMERCE TOWNSHIP 00009,809
OAKLAND COUNTY COMMERCE TOWNSHIP 00010,656
OAKLAND COUNTY COMMERCE TOWNSHIP 00011,749
OAKLAND COUNTY COMMERCE TOWNSHIP 00012,423
OAKLAND COUNTY COMMERCE TOWNSHIP 00013,735
OAKLAND COUNTY COMMERCE TOWNSHIP 00014,561
OAKLAND COUNTY COMMERCE TOWNSHIP 00015,584
OAKLAND COUNTY FARMINGTON CITY 01001,314
OAKLAND COUNTY FARMINGTON CITY 01002,463
OAKLAND COUNTY FARMINGTON CITY 01003,433
OAKLAND COUNTY FARMINGTON CITY 01004,403
OAKLAND COUNTY FARMINGTON CITY 01005,320
OAKLAND COUNTY FARMINGTON CITY 01006,358
OAKLAND COUNTY FARMINGTON HILLS CITY 00001,671
OAKLAND COUNTY FARMINGTON HILLS CITY 00002,736
OAKLAND COUNTY FARMINGTON HILLS CITY 00003,774
OAKLAND COUNTY FARMINGTON HILLS CITY 00004,738
OAKLAND COUNTY FARMINGTON HILLS CITY 00005,635
OAKLAND COUNTY FARMINGTON HILLS CITY 00006,420
OAKLAND COUNTY FARMINGTON HILLS CITY 00007,711
OAKLAND COUNTY FARMINGTON HILLS CITY 00008,618
OAKLAND COUNTY FARMINGTON HILLS CITY 00009,807
OAKLAND COUNTY FARMINGTON HILLS CITY 00010,904
OAKLAND COUNTY FARMINGTON HILLS CITY 00011,735
OAKLAND COUNTY FARMINGTON HILLS CITY 00012,623
OAKLAND COUNTY FARMINGTON HILLS CITY 00013,583
OAKLAND COUNTY FARMINGTON HILLS CITY 00014,714
OAKLAND COUNTY FARMINGTON HILLS CITY 00015,388
OAKLAND COUNTY FARMINGTON HILLS CITY 00016,856
OAKLAND COUNTY FARMINGTON HILLS CITY 00017,699
OAKLAND COUNTY FARMINGTON HILLS CITY 00018,483
OAKLAND COUNTY FARMINGTON HILLS CITY 00019,663
OAKLAND COUNTY FARMINGTON HILLS CITY 00020,862
OAKLAND COUNTY FARMINGTON HILLS CITY 00021,827
OAKLAND COUNTY FARMINGTON HILLS CITY 00022,571
OAKLAND COUNTY FARMINGTON HILLS CITY 00023,580
OAKLAND COUNTY FARMINGTON HILLS CITY 00024,863
OAKLAND COUNTY FARMINGTON HILLS CITY 00025,839
OAKLAND COUNTY FARMINGTON HILLS CITY 00026,812
OAKLAND COUNTY FARMINGTON HILLS CITY 00027,799
OAKLAND COUNTY FENTON CITY 00002,5
OAKLAND COUNTY FERNDALE CITY 00001,711
OAKLAND COUNTY FERNDALE CITY 00002,531
OAKLAND COUNTY FERNDALE CITY 00003,581
OAKLAND COUNTY FERNDALE CITY 00004,554
OAKLAND COUNTY FERNDALE CITY 00005,580
OAKLAND COUNTY FERNDALE CITY 00006,555
OAKLAND COUNTY FERNDALE CITY 00007,497
OAKLAND COUNTY FERNDALE CITY 00008,320
OAKLAND COUNTY FERNDALE CITY 00009,574
OAKLAND COUNTY GROVELAND TOWNSHIP 00001,370
OAKLAND COUNTY GROVELAND TOWNSHIP 00002,519
OAKLAND COUNTY GROVELAND TOWNSHIP 00003,503
OAKLAND COUNTY HAZEL PARK CITY 00001,693
OAKLAND COUNTY HAZEL PARK CITY 00002,670
OAKLAND COUNTY HAZEL PARK CITY 00003,597
OAKLAND COUNTY HAZEL PARK CITY 00004,448
OAKLAND COUNTY HAZEL PARK CITY 00005,678
OAKLAND COUNTY HAZEL PARK CITY 00006,566
OAKLAND COUNTY HIGHLAND TOWNSHIP 00001,843
OAKLAND COUNTY HIGHLAND TOWNSHIP 00002,671
OAKLAND COUNTY HIGHLAND TOWNSHIP 00003,518
OAKLAND COUNTY HIGHLAND TOWNSHIP 00004,712
OAKLAND COUNTY HIGHLAND TOWNSHIP 00005,424
OAKLAND COUNTY HIGHLAND TOWNSHIP 00006,625
OAKLAND COUNTY HIGHLAND TOWNSHIP 00007,429
OAKLAND COUNTY HIGHLAND TOWNSHIP 00008,478
OAKLAND COUNTY HOLLY TOWNSHIP 00001,757
OAKLAND COUNTY HOLLY TOWNSHIP 00002,644
OAKLAND COUNTY HOLLY TOWNSHIP 00003,670
OAKLAND COUNTY HOLLY TOWNSHIP 00004,741
OAKLAND COUNTY HUNTINGTON WOODS CITY 00001,383
OAKLAND COUNTY HUNTINGTON WOODS CITY 00002,317
OAKLAND COUNTY HUNTINGTON WOODS CITY 00003,337
OAKLAND COUNTY HUNTINGTON WOODS CITY 00004,311
OAKLAND COUNTY HUNTINGTON WOODS CITY 00005,318
OAKLAND COUNTY INDEPENDENCE TOWNSHIP 00001,800
OAKLAND COUNTY INDEPENDENCE TOWNSHIP 00002,600
OAKLAND COUNTY INDEPENDENCE TOWNSHIP 00003,630
OAKLAND COUNTY INDEPENDENCE TOWNSHIP 00004,615
OAKLAND COUNTY INDEPENDENCE TOWNSHIP 00005,721
OAKLAND COUNTY INDEPENDENCE TOWNSHIP 00006,691
OAKLAND COUNTY INDEPENDENCE TOWNSHIP 00007,757
OAKLAND COUNTY INDEPENDENCE TOWNSHIP 00008,548
OAKLAND COUNTY INDEPENDENCE TOWNSHIP 00009,719
OAKLAND COUNTY INDEPENDENCE TOWNSHIP 00010,731
OAKLAND COUNTY INDEPENDENCE TOWNSHIP 00011,829
OAKLAND COUNTY INDEPENDENCE TOWNSHIP 00012,343
OAKLAND COUNTY INDEPENDENCE TOWNSHIP 00013,554
OAKLAND COUNTY KEEGO HARBOR CITY 00001,651
OAKLAND COUNTY LAKE ANGELUS CITY 00001,74
OAKLAND COUNTY LATHRUP VILLAGE CITY 00001,570
OAKLAND COUNTY LATHRUP VILLAGE CITY 00002,564
OAKLAND COUNTY LYON TOWNSHIP 00001,735
OAKLAND COUNTY LYON TOWNSHIP 00002,152
OAKLAND COUNTY LYON TOWNSHIP 00003,719
OAKLAND COUNTY LYON TOWNSHIP 00004,548
OAKLAND COUNTY LYON TOWNSHIP 00005,667
OAKLAND COUNTY LYON TOWNSHIP 00006,891
OAKLAND COUNTY LYON TOWNSHIP 00007,129
OAKLAND COUNTY LYON TOWNSHIP 00008,143
OAKLAND COUNTY LYON TOWNSHIP 00009,621
OAKLAND COUNTY MADISON HEIGHTS CITY 00001,556
OAKLAND COUNTY MADISON HEIGHTS CITY 00002,485
OAKLAND COUNTY MADISON HEIGHTS CITY 00003,564
OAKLAND COUNTY MADISON HEIGHTS CITY 00004,562
OAKLAND COUNTY MADISON HEIGHTS CITY 00005,470
OAKLAND COUNTY MADISON HEIGHTS CITY 00006,129
OAKLAND COUNTY MADISON HEIGHTS CITY 00007,678
OAKLAND COUNTY MADISON HEIGHTS CITY 00008,836
OAKLAND COUNTY MADISON HEIGHTS CITY 00009,692
OAKLAND COUNTY MADISON HEIGHTS CITY 00010,569
OAKLAND COUNTY MADISON HEIGHTS CITY 00011,830
OAKLAND COUNTY MILFORD TOWNSHIP 00001,541
OAKLAND COUNTY MILFORD TOWNSHIP 00002,547
OAKLAND COUNTY MILFORD TOWNSHIP 00003,570
OAKLAND COUNTY MILFORD TOWNSHIP 00004,450
OAKLAND COUNTY MILFORD TOWNSHIP 00005,455
OAKLAND COUNTY MILFORD TOWNSHIP 00006,538
OAKLAND COUNTY MILFORD TOWNSHIP 00007,630
OAKLAND COUNTY MILFORD TOWNSHIP 00008,425
OAKLAND COUNTY NORTHVILLE CITY 00002,804
OAKLAND COUNTY NOVI CITY 00001,575
OAKLAND COUNTY NOVI CITY 00002,726
OAKLAND COUNTY NOVI CITY 00003,534
OAKLAND COUNTY NOVI CITY 00004,587
OAKLAND COUNTY NOVI CITY 00005,504
OAKLAND COUNTY NOVI CITY 00006,587
OAKLAND COUNTY NOVI CITY 00007,567
OAKLAND COUNTY NOVI CITY 00008,541
OAKLAND COUNTY NOVI CITY 00009,493
OAKLAND COUNTY NOVI CITY 00010,394
OAKLAND COUNTY NOVI CITY 00011,595
OAKLAND COUNTY NOVI CITY 00012,620
OAKLAND COUNTY NOVI CITY 00013,561
OAKLAND COUNTY NOVI CITY 00014,324
OAKLAND COUNTY NOVI CITY 00015,446
OAKLAND COUNTY NOVI CITY 00016,522
OAKLAND COUNTY NOVI CITY 00017,470
OAKLAND COUNTY NOVI CITY 00018,557
OAKLAND COUNTY NOVI CITY 00019,570
OAKLAND COUNTY NOVI CITY 00020,336
OAKLAND COUNTY NOVI CITY 00021,502
OAKLAND COUNTY NOVI CITY 00022,514
OAKLAND COUNTY NOVI CITY 00023,449
OAKLAND COUNTY NOVI CITY 00024,529
OAKLAND COUNTY NOVI CITY 00025,302
OAKLAND COUNTY NOVI TOWNSHIP 00001,39
OAKLAND COUNTY OAKLAND CHARTER TOWNSHIP 00001,560
OAKLAND COUNTY OAKLAND CHARTER TOWNSHIP 00002,644
OAKLAND COUNTY OAKLAND CHARTER TOWNSHIP 00003,332
OAKLAND COUNTY OAKLAND CHARTER TOWNSHIP 00004,465
OAKLAND COUNTY OAKLAND CHARTER TOWNSHIP 00005,589
OAKLAND COUNTY OAKLAND CHARTER TOWNSHIP 00006,641
OAKLAND COUNTY OAKLAND CHARTER TOWNSHIP 00007,741
OAKLAND COUNTY OAKLAND CHARTER TOWNSHIP 00008,452
OAKLAND COUNTY OAK PARK CITY 00001,394
OAKLAND COUNTY OAK PARK CITY 00002,497
OAKLAND COUNTY OAK PARK CITY 00003,535
OAKLAND COUNTY OAK PARK CITY 00004,435
OAKLAND COUNTY OAK PARK CITY 00005,345
OAKLAND COUNTY OAK PARK CITY 00006,481
OAKLAND COUNTY OAK PARK CITY 00007,485
OAKLAND COUNTY OAK PARK CITY 00008,505
OAKLAND COUNTY OAK PARK CITY 00009,484
OAKLAND COUNTY OAK PARK CITY 00010,550
OAKLAND COUNTY OAK PARK CITY 00011,457
OAKLAND COUNTY OAK PARK CITY 00012,527
OAKLAND COUNTY OAK PARK CITY 00013,521
OAKLAND COUNTY OAK PARK CITY 00014,403
OAKLAND COUNTY OAK PARK CITY 00015,410
OAKLAND COUNTY OAK PARK CITY 00016,474
OAKLAND COUNTY ORCHARD LAKE VILLAGE CITY 00001,599
OAKLAND COUNTY ORION TOWNSHIP 00001,607
OAKLAND COUNTY ORION TOWNSHIP 00002,690
OAKLAND COUNTY ORION TOWNSHIP 00003,578
OAKLAND COUNTY ORION TOWNSHIP 00004,670
OAKLAND COUNTY ORION TOWNSHIP 00005,663
OAKLAND COUNTY ORION TOWNSHIP 00006,533
OAKLAND COUNTY ORION TOWNSHIP 00007,599
OAKLAND COUNTY ORION TOWNSHIP 00008,540
OAKLAND COUNTY ORION TOWNSHIP 00009,694
OAKLAND COUNTY ORION TOWNSHIP 00010,498
OAKLAND COUNTY ORION TOWNSHIP 00011,397
OAKLAND COUNTY ORION TOWNSHIP 00012,610
OAKLAND COUNTY ORION TOWNSHIP 00013,605
OAKLAND COUNTY ORION TOWNSHIP 00014,389
OAKLAND COUNTY ORION TOWNSHIP 00015,599
OAKLAND COUNTY OXFORD TOWNSHIP 00001,779
OAKLAND COUNTY OXFORD TOWNSHIP 00002,691
OAKLAND COUNTY OXFORD TOWNSHIP 00003,800
OAKLAND COUNTY OXFORD TOWNSHIP 00004,726
OAKLAND COUNTY OXFORD TOWNSHIP 00005,562
OAKLAND COUNTY OXFORD TOWNSHIP 00006,661
OAKLAND COUNTY OXFORD TOWNSHIP 00007,779
OAKLAND COUNTY PLEASANT RIDGE CITY 00001,733
OAKLAND COUNTY PONTIAC CITY 01001,846
OAKLAND COUNTY PONTIAC CITY 01002,691
OAKLAND COUNTY PONTIAC CITY 01003,603
OAKLAND COUNTY PONTIAC CITY 02004,549
OAKLAND COUNTY PONTIAC CITY 02005,584
OAKLAND COUNTY PONTIAC CITY 02006,663
OAKLAND COUNTY PONTIAC CITY 03007,405
OAKLAND COUNTY PONTIAC CITY 03008,683
OAKLAND COUNTY PONTIAC CITY 03009,507
OAKLAND COUNTY PONTIAC CITY 04010,175
OAKLAND COUNTY PONTIAC CITY 04011,907
OAKLAND COUNTY PONTIAC CITY 04012,692
OAKLAND COUNTY PONTIAC CITY 05013,636
OAKLAND COUNTY PONTIAC CITY 05014,587
OAKLAND COUNTY PONTIAC CITY 05015,749
OAKLAND COUNTY PONTIAC CITY 06016,746
OAKLAND COUNTY PONTIAC CITY 06017,697
OAKLAND COUNTY PONTIAC CITY 06018,583
OAKLAND COUNTY PONTIAC CITY 07019,829
OAKLAND COUNTY PONTIAC CITY 07020,661
OAKLAND COUNTY PONTIAC CITY 07021,834
OAKLAND COUNTY ROCHESTER CITY 00001,601
OAKLAND COUNTY ROCHESTER CITY 00002,833
OAKLAND COUNTY ROCHESTER CITY 00003,481
OAKLAND COUNTY ROCHESTER CITY 00004,369
OAKLAND COUNTY ROCHESTER CITY 00005,612
OAKLAND COUNTY ROCHESTER CITY 00006,350
OAKLAND COUNTY ROCHESTER HILLS CITY 03001,602
OAKLAND COUNTY ROCHESTER HILLS CITY 03002,303
OAKLAND COUNTY ROCHESTER HILLS CITY 03003,430
OAKLAND COUNTY ROCHESTER HILLS CITY 02004,416
OAKLAND COUNTY ROCHESTER HILLS CITY 04005,595
OAKLAND COUNTY ROCHESTER HILLS CITY 01006,769
OAKLAND COUNTY ROCHESTER HILLS CITY 02007,319
