Medium Election,5.2.16.1,,,,,,,,,,,
,,,,,,,,Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1)
843,Tabulator A,Batch 1,844,Tabulator A-Batch 1-844,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
844,Tabulator A,Batch 1,845,Tabulator A-Batch 1-845,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
845,Tabulator A,Batch 1,846,Tabulator A-Batch 1-846,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
846,Tabulator A,Batch 1,847,Tabulator A-Batch 1-847,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
847,Tabulator A,Batch 1,848,Tabulator A-Batch 1-848,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
848,Tabulator A,Batch 1,849,Tabulator A-Batch 1-849,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
849,Tabulator A,Batch 1,850,Tabulator A-Batch 1-850,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
850,Tabulator A,Batch 1,851,Tabulator A-Batch 1-851,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
851,Tabulator A,Batch 1,852,Tabulator A-Batch 1-852,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
852,Tabulator A,Batch 1,853,Tabulator A-Batch 1-853,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
853,Tabulator A,Batch 1,854,Tabulator A-Batch 1-854,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
854,Tabulator A,Batch 1,855,Tabulator A-Batch 1-855,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
855,Tabulator A,Batch 1,856,Tabulator A-Batch 1-856,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
856,Tabulator A,Batch 1,857,Tabulator A-Batch 1-857,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
857,Tabulator A,Batch 1,858,Tabulator A-Batch 1-858,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
858,Tabulator A,Batch 1,859,Tabulator A-Batch 1-859,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
859,Tabulator A,Batch 1,860,Tabulator A-Batch 1-860,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
860,Tabulator A,Batch 1,861,Tabulator A-Batch 1-861,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
861,Tabulator A,Batch 1,862,Tabulator A-Batch 1-862,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
862,Tabulator A,Batch 1,863,Tabulator A-Batch 1-863,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
863,Tabulator A,Batch 1,864,Tabulator A-Batch 1-864,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
864,Tabulator A,Batch 1,865,Tabulator A-Batch 1-865,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
865,Tabulator A,Batch 1,866,Tabulator A-Batch 1-866,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
866,Tabulator A,Batch 1,867,Tabulator A-Batch 1-867,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
867,Tabulator A,Batch 1,868,Tabulator A-Batch 1-868,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
868,Tabulator A,Batch 1,869,Tabulator A-Batch 1-869,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
869,Tabulator A,Batch 1,870,Tabulator A-Batch 1-870,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
870,Tabulator A,Batch 1,871,Tabulator A-Batch 1-871,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
871,Tabulator A,Batch 1,872,Tabulator A-Batch 1-872,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
872,Tabulator A,Batch 1,873,Tabulator A-Batch 1-873,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
873,Tabulator A,Batch 1,874,Tabulator A-Batch 1-874,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
874,Tabulator A,Batch 1,875,Tabulator A-Batch 1-875,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
875,Tabulator A,Batch 1,876,Tabulator A-Batch 1-876,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
876,Tabulator A,Batch 1,877,Tabulator A-Batch 1-877,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
877,Tabulator A,Batch 1,878,Tabulator A-Batch 1-878,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
878,Tabulator A,Batch 1,879,Tabulator A-Batch 1-879,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
879,Tabulator A,Batch 1,880,Tabulator A-Batch 1-880,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
880,Tabulator A,Batch 1,881,Tabulator A-Batch 1-881,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
881,Tabulator A,Batch 1,882,Tabulator A-Batch 1-882,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
882,Tabulator A,Batch 1,883,Tabulator A-Batch 1-883,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
883,Tabulator A,Batch 1,884,Tabulator A-Batch 1-884,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
884,Tabulator A,Batch 1,885,Tabulator A-Batch 1-885,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
885,Tabulator A,Batch 1,886,Tabulator A-Batch 1-886,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
886,Tabulator A,Batch 1,887,Tabulator A-Batch 1-887,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
887,Tabulator A,Batch 1,888,Tabulator A-Batch 1-888,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
888,Tabulator A,Batch 1,889,Tabulator A-Batch 1-889,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
889,Tabulator A,Batch 1,890,Tabulator A-Batch 1-890,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
890,Tabulator A,Batch 1,891,Tabulator A-Batch 1-891,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
891,Tabulator A,Batch 1,892,Tabulator A-Batch 1-892,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
892,Tabulator A,Batch 1,893,Tabulator A-Batch 1-893,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
893,Tabulator A,Batch 1,894,Tabulator A-Batch 1-894,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
894,Tabulator A,Batch 1,895,Tabulator A-Batch 1-895,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
895,Tabulator A,Batch 1,896,Tabulator A-Batch 1-896,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
896,Tabulator A,Batch 1,897,Tabulator A-Batch 1-897,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
897,Tabulator A,Batch 1,898,Tabulator A-Batch 1-898,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
898,Tabulator A,Batch 1,899,Tabulator A-Batch 1-899,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
899,Tabulator A,Batch 1,900,Tabulator A-Batch 1-900,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
900,Tabulator A,Batch 1,901,Tabulator A-Batch 1-901,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
901,Tabulator A,Batch 1,902,Tabulator A-Batch 1-902,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
902,Tabulator A,Batch 1,903,Tabulator A-Batch 1-903,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
903,Tabulator A,Batch 1,904,Tabulator A-Batch 1-904,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
904,Tabulator A,Batch 1,905,Tabulator A-Batch 1-905,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
905,Tabulator A,Batch 1,906,Tabulator A-Batch 1-906,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
906,Tabulator A,Batch 1,907,Tabulator A-Batch 1-907,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
907,Tabulator A,Batch 1,908,Tabulator A-Batch 1-908,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
908,Tabulator A,Batch 1,909,Tabulator A-Batch 1-909,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
909,Tabulator A,Batch 1,910,Tabulator A-Batch 1-910,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
910,Tabulator A,Batch 1,911,Tabulator A-Batch 1-911,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
911,Tabulator A,Batch 1,912,Tabulator A-Batch 1-912,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
912,Tabulator A,Batch 1,913,Tabulator A-Batch 1-913,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
913,Tabulator A,Batch 1,914,Tabulator A-Batch 1-914,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
914,Tabulator A,Batch 1,915,Tabulator A-Batch 1-915,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
915,Tabulator A,Batch 1,916,Tabulator A-Batch 1-916,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
916,Tabulator A,Batch 1,917,Tabulator A-Batch 1-917,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
917,Tabulator A,Batch 1,918,Tabulator A-Batch 1-918,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
918,Tabulator A,Batch 1,919,Tabulator A-Batch 1-919,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
919,Tabulator A,Batch 1,920,Tabulator A-Batch 1-920,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
920,Tabulator A,Batch 1,921,Tabulator A-Batch 1-921,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
921,Tabulator A,Batch 1,922,Tabulator A-Batch 1-922,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
922,Tabulator A,Batch 1,923,Tabulator A-Batch 1-923,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
923,Tabulator A,Batch 1,924,Tabulator A-Batch 1-924,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
924,Tabulator A,Batch 1,925,Tabulator A-Batch 1-925,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
925,Tabulator A,Batch 1,926,Tabulator A-Batch 1-926,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
926,Tabulator A,Batch 1,927,Tabulator A-Batch 1-927,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
927,Tabulator A,Batch 1,928,Tabulator A-Batch 1-928,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
928,Tabulator A,Batch 1,929,Tabulator A-Batch 1-929,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
929,Tabulator A,Batch 1,930,Tabulator A-Batch 1-930,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
930,Tabulator A,Batch 1,931,Tabulator A-Batch 1-931,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
931,Tabulator A,Batch 1,932,Tabulator A-Batch 1-932,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
932,Tabulator A,Batch 1,933,Tabulator A-Batch 1-933,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
933,Tabulator A,Batch 1,934,Tabulator A-Batch 1-934,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
934,Tabulator A,Batch 1,935,Tabulator A-Batch 1-935,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
935,Tabulator A,Batch 1,936,Tabulator A-Batch 1-936,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
936,Tabulator A,Batch 1,937,Tabulator A-Batch 1-937,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
937,Tabulator A,Batch 1,938,Tabulator A-Batch 1-938,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
938,Tabulator A,Batch 1,939,Tabulator A-Batch 1-939,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
939,Tabulator A,Batch 1,940,Tabulator A-Batch 1-940,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
940,Tabulator A,Batch 1,941,Tabulator A-Batch 1-941,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
941,Tabulator A,Batch 1,942,Tabulator A-Batch 1-942,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
942,Tabulator A,Batch 1,943,Tabulator A-Batch 1-943,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
943,Tabulator A,Batch 1,944,Tabulator A-Batch 1-944,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
944,Tabulator A,Batch 1,945,Tabulator A-Batch 1-945,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
945,Tabulator A,Batch 1,946,Tabulator A-Batch 1-946,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
946,Tabulator A,Batch 1,947,Tabulator A-Batch 1-947,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
947,Tabulator A,Batch 1,948,Tabulator A-Batch 1-948,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
948,Tabulator A,Batch 1,949,Tabulator A-Batch 1-949,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
949,Tabulator A,Batch 1,950,Tabulator A-Batch 1-950,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
950,Tabulator A,Batch 1,951,Tabulator A-Batch 1-951,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
951,Tabulator A,Batch 1,952,Tabulator A-Batch 1-952,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
952,Tabulator A,Batch 1,953,Tabulator A-Batch 1-953,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
953,Tabulator A,Batch 1,954,Tabulator A-Batch 1-954,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
954,Tabulator A,Batch 1,955,Tabulator A-Batch 1-955,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
955,Tabulator A,Batch 1,956,Tabulator A-Batch 1-956,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
956,Tabulator A,Batch 1,957,Tabulator A-Batch 1-957,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
957,Tabulator A,Batch 1,958,Tabulator A-Batch 1-958,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
958,Tabulator A,Batch 1,959,Tabulator A-Batch 1-959,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
959,Tabulator A,Batch 1,960,Tabulator A-Batch 1-960,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
960,Tabulator A,Batch 1,961,Tabulator A-Batch 1-961,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
961,Tabulator A,Batch 1,962,Tabulator A-Batch 1-962,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
962,Tabulator A,Batch 1,963,Tabulator A-Batch 1-963,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
963,Tabulator A,Batch 1,964,Tabulator A-Batch 1-964,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
964,Tabulator A,Batch 1,965,Tabulator A-Batch 1-965,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
965,Tabulator A,Batch 1,966,Tabulator A-Batch 1-966,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
966,Tabulator A,Batch 1,967,Tabulator A-Batch 1-967,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
967,Tabulator A,Batch 1,968,Tabulator A-Batch 1-968,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
968,Tabulator A,Batch 1,969,Tabulator A-Batch 1-969,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
969,Tabulator A,Batch 1,970,Tabulator A-Batch 1-970,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
970,Tabulator A,Batch 1,971,Tabulator A-Batch 1-971,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
971,Tabulator A,Batch 1,972,Tabulator A-Batch 1-972,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
972,Tabulator A,Batch 1,973,Tabulator A-Batch 1-973,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
973,Tabulator A,Batch 1,974,Tabulator A-Batch 1-974,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
974,Tabulator A,Batch 1,975,Tabulator A-Batch 1-975,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
975,Tabulator A,Batch 1,976,Tabulator A-Batch 1-976,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
976,Tabulator A,Batch 1,977,Tabulator A-Batch 1-977,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
977,Tabulator A,Batch 1,978,Tabulator A-Batch 1-978,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
978,Tabulator A,Batch 1,979,Tabulator A-Batch 1-979,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
979,Tabulator A,Batch 1,980,Tabulator A-Batch 1-980,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
980,Tabulator A,Batch 1,981,Tabulator A-Batch 1-981,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
981,Tabulator A,Batch 1,982,Tabulator A-Batch 1-982,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
982,Tabulator A,Batch 1,983,Tabulator A-Batch 1-983,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
983,Tabulator A,Batch 1,984,Tabulator A-Batch 1-984,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
984,Tabulator A,Batch 1,985,Tabulator A-Batch 1-985,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
985,Tabulator A,Batch 1,986,Tabulator A-Batch 1-986,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
986,Tabulator A,Batch 1,987,Tabulator A-Batch 1-987,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
987,Tabulator A,Batch 1,988,Tabulator A-Batch 1-988,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
988,Tabulator A,Batch 1,989,Tabulator A-Batch 1-989,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
989,Tabulator A,Batch 1,990,Tabulator A-Batch 1-990,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
990,Tabulator A,Batch 1,991,Tabulator A-Batch 1-991,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
991,Tabulator A,Batch 1,992,Tabulator A-Batch 1-992,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
992,Tabulator A,Batch 1,993,Tabulator A-Batch 1-993,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
993,Tabulator A,Batch 1,994,Tabulator A-Batch 1-994,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
994,Tabulator A,Batch 1,995,Tabulator A-Batch 1-995,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
995,Tabulator A,Batch 1,996,Tabulator A-Batch 1-996,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
996,Tabulator A,Batch 1,997,Tabulator A-Batch 1-997,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
997,Tabulator A,Batch 1,998,Tabulator A-Batch 1-998,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
998,Tabulator A,Batch 1,999,Tabulator A-Batch 1-999,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
999,Tabulator A,Batch 1,1000,Tabulator A-Batch 1-1000,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1000,Tabulator A,Batch 1,1001,Tabulator A-Batch 1-1001,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1001,Tabulator A,Batch 1,1002,Tabulator A-Batch 1-1002,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1002,Tabulator A,Batch 1,1003,Tabulator A-Batch 1-1003,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1003,Tabulator A,Batch 1,1004,Tabulator A-Batch 1-1004,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1004,Tabulator A,Batch 1,1005,Tabulator A-Batch 1-1005,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1005,Tabulator A,Batch 1,1006,Tabulator A-Batch 1-1006,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1006,Tabulator A,Batch 1,1007,Tabulator A-Batch 1-1007,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1007,Tabulator A,Batch 1,1008,Tabulator A-Batch 1-1008,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1008,Tabulator A,Batch 1,1009,Tabulator A-Batch 1-1009,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1009,Tabulator A,Batch 1,1010,Tabulator A-Batch 1-1010,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1010,Tabulator A,Batch 1,1011,Tabulator A-Batch 1-1011,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1011,Tabulator A,Batch 1,1012,Tabulator A-Batch 1-1012,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1012,Tabulator A,Batch 1,1013,Tabulator A-Batch 1-1013,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1013,Tabulator A,Batch 1,1014,Tabulator A-Batch 1-1014,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1014,Tabulator A,Batch 1,1015,Tabulator A-Batch 1-1015,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1015,Tabulator A,Batch 1,1016,Tabulator A-Batch 1-1016,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1016,Tabulator A,Batch 1,1017,Tabulator A-Batch 1-1017,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1017,Tabulator A,Batch 1,1018,Tabulator A-Batch 1-1018,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1018,Tabulator A,Batch 1,1019,Tabulator A-Batch 1-1019,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1019,Tabulator A,Batch 1,1020,Tabulator A-Batch 1-1020,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
1020,Tabulator A,Batch 1,1021,Tabulator A-Batch 1-1021,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1021,Tabulator A,Batch 1,1022,Tabulator A-Batch 1-1022,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1022,Tabulator A,Batch 1,1023,Tabulator A-Batch 1-1023,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1023,Tabulator A,Batch 1,1024,Tabulator A-Batch 1-1024,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1024,Tabulator A,Batch 1,1025,Tabulator A-Batch 1-1025,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1025,Tabulator A,Batch 1,1026,Tabulator A-Batch 1-1026,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1026,Tabulator A,Batch 1,1027,Tabulator A-Batch 1-1027,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1027,Tabulator A,Batch 1,1028,Tabulator A-Batch 1-1028,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
1028,Tabulator A,Batch 1,1029,Tabulator A-Batch 1-1029,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1029,Tabulator A,Batch 1,1030,Tabulator A-Batch 1-1030,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1030,Tabulator A,Batch 1,1031,Tabulator A-Batch 1-1031,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1031,Tabulator A,Batch 1,1032,Tabulator A-Batch 1-1032,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
1032,Tabulator A,Batch 1,1033,Tabulator A-Batch 1-1033,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
1033,Tabulator A,Batch 1,1034,Tabulator A-Batch 1-1034,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1034,Tabulator A,Batch 1,1035,Tabulator A-Batch 1-1035,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1035,Tabulator A,Batch 1,1036,Tabulator A-Batch 1-1036,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1036,Tabulator A,Batch 1,1037,Tabulator A-Batch 1-1037,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1037,Tabulator A,Batch 1,1038,Tabulator A-Batch 1-1038,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
1038,Tabulator A,Batch 1,1039,Tabulator A-Batch 1-1039,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1039,Tabulator A,Batch 1,1040,Tabulator A-Batch 1-1040,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1040,Tabulator A,Batch 1,1041,Tabulator A-Batch 1-1041,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1041,Tabulator A,Batch 1,1042,Tabulator A-Batch 1-1042,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1042,Tabulator A,Batch 1,1043,Tabulator A-Batch 1-1043,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1043,Tabulator A,Batch 1,1044,Tabulator A-Batch 1-1044,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1044,Tabulator A,Batch 1,1045,Tabulator A-Batch 1-1045,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1045,Tabulator A,Batch 1,1046,Tabulator A-Batch 1-1046,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1046,Tabulator A,Batch 1,1047,Tabulator A-Batch 1-1047,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1047,Tabulator A,Batch 1,1048,Tabulator A-Batch 1-1048,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1048,Tabulator A,Batch 1,1049,Tabulator A-Batch 1-1049,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1049,Tabulator A,Batch 1,1050,Tabulator A-Batch 1-1050,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1050,Tabulator A,Batch 1,1051,Tabulator A-Batch 1-1051,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
1051,Tabulator A,Batch 1,1052,Tabulator A-Batch 1-1052,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1052,Tabulator A,Batch 1,1053,Tabulator A-Batch 1-1053,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1053,Tabulator A,Batch 1,1054,Tabulator A-Batch 1-1054,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1054,Tabulator A,Batch 1,1055,Tabulator A-Batch 1-1055,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1055,Tabulator A,Batch 1,1056,Tabulator A-Batch 1-1056,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1056,Tabulator A,Batch 1,1057,Tabulator A-Batch 1-1057,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
