Medium Election,5.2.16.1,,,,,,,,,,,
,,,,,,,,Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1)
4143,Tabulator B,Batch 5,105,Tabulator B-Batch 5-105,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4144,Tabulator B,Batch 5,106,Tabulator B-Batch 5-106,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4145,Tabulator B,Batch 5,107,Tabulator B-Batch 5-107,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4146,Tabulator B,Batch 5,108,Tabulator B-Batch 5-108,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4147,Tabulator B,Batch 5,109,Tabulator B-Batch 5-109,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4148,Tabulator B,Batch 5,110,Tabulator B-Batch 5-110,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4149,Tabulator B,Batch 5,111,Tabulator B-Batch 5-111,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4150,Tabulator B,Batch 5,112,Tabulator B-Batch 5-112,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4151,Tabulator B,Batch 5,113,Tabulator B-Batch 5-113,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4152,Tabulator B,Batch 5,114,Tabulator B-Batch 5-114,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4153,Tabulator B,Batch 5,115,Tabulator B-Batch 5-115,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4154,Tabulator B,Batch 5,116,Tabulator B-Batch 5-116,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4155,Tabulator B,Batch 5,117,Tabulator B-Batch 5-117,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4156,Tabulator B,Batch 5,118,Tabulator B-Batch 5-118,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4157,Tabulator B,Batch 5,119,Tabulator B-Batch 5-119,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4158,Tabulator B,Batch 5,120,Tabulator B-Batch 5-120,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4159,Tabulator B,Batch 5,121,Tabulator B-Batch 5-121,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4160,Tabulator B,Batch 5,122,Tabulator B-Batch 5-122,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4161,Tabulator B,Batch 5,123,Tabulator B-Batch 5-123,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4162,Tabulator B,Batch 5,124,Tabulator B-Batch 5-124,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4163,Tabulator B,Batch 5,125,Tabulator B-Batch 5-125,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4164,Tabulator B,Batch 5,126,Tabulator B-Batch 5-126,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4165,Tabulator B,Batch 5,127,Tabulator B-Batch 5-127,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4166,Tabulator B,Batch 5,128,Tabulator B-Batch 5-128,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4167,Tabulator B,Batch 5,129,Tabulator B-Batch 5-129,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4168,Tabulator B,Batch 5,130,Tabulator B-Batch 5-130,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4169,Tabulator B,Batch 5,131,Tabulator B-Batch 5-131,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4170,Tabulator B,Batch 5,132,Tabulator B-Batch 5-132,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4171,Tabulator B,Batch 5,133,Tabulator B-Batch 5-133,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
4172,Tabulator B,Batch 5,134,Tabulator B-Batch 5-134,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4173,Tabulator B,Batch 5,135,Tabulator B-Batch 5-135,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4174,Tabulator B,Batch 5,136,Tabulator B-Batch 5-136,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4175,Tabulator B,Batch 5,137,Tabulator B-Batch 5-137,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4176,Tabulator B,Batch 5,138,Tabulator B-Batch 5-138,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
4177,Tabulator B,Batch 5,139,Tabulator B-Batch 5-139,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4178,Tabulator B,Batch 5,140,Tabulator B-Batch 5-140,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4179,Tabulator B,Batch 5,141,Tabulator B-Batch 5-141,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4180,Tabulator B,Batch 5,142,Tabulator B-Batch 5-142,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4181,Tabulator B,Batch 5,143,Tabulator B-Batch 5-143,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4182,Tabulator B,Batch 5,144,Tabulator B-Batch 5-144,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4183,Tabulator B,Batch 5,145,Tabulator B-Batch 5-145,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4184,Tabulator B,Batch 5,146,Tabulator B-Batch 5-146,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4185,Tabulator B,Batch 5,147,Tabulator B-Batch 5-147,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4186,Tabulator B,Batch 5,148,Tabulator B-Batch 5-148,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4187,Tabulator B,Batch 5,149,Tabulator B-Batch 5-149,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4188,Tabulator B,Batch 5,150,Tabulator B-Batch 5-150,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4189,Tabulator B,Batch 5,151,Tabulator B-Batch 5-151,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4190,Tabulator B,Batch 5,152,Tabulator B-Batch 5-152,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4191,Tabulator B,Batch 5,153,Tabulator B-Batch 5-153,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4192,Tabulator B,Batch 5,154,Tabulator B-Batch 5-154,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4193,Tabulator B,Batch 5,155,Tabulator B-Batch 5-155,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
4194,Tabulator B,Batch 5,156,Tabulator B-Batch 5-156,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4195,Tabulator B,Batch 5,157,Tabulator B-Batch 5-157,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4196,Tabulator B,Batch 5,158,Tabulator B-Batch 5-158,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4197,Tabulator B,Batch 5,159,Tabulator B-Batch 5-159,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4198,Tabulator B,Batch 5,160,Tabulator B-Batch 5-160,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
4199,Tabulator B,Batch 5,161,Tabulator B-Batch 5-161,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4200,Tabulator B,Batch 5,162,Tabulator B-Batch 5-162,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4201,Tabulator B,Batch 5,163,Tabulator B-Batch 5-163,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4202,Tabulator B,Batch 5,164,Tabulator B-Batch 5-164,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4203,Tabulator B,Batch 5,165,Tabulator B-Batch 5-165,Election Day,precinct-portion-1,ballot-type-1,0,0,0,1,0
4204,Tabulator B,Batch 5,166,Tabulator B-Batch 5-166,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4205,Tabulator B,Batch 5,167,Tabulator B-Batch 5-167,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4206,Tabulator B,Batch 5,168,Tabulator B-Batch 5-168,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4207,Tabulator B,Batch 5,169,Tabulator B-Batch 5-169,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4208,Tabulator B,Batch 5,170,Tabulator B-Batch 5-170,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4209,Tabulator B,Batch 5,171,Tabulator B-Batch 5-171,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4210,Tabulator B,Batch 5,172,Tabulator B-Batch 5-172,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4211,Tabulator B,Batch 5,173,Tabulator B-Batch 5-173,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4212,Tabulator B,Batch 5,174,Tabulator B-Batch 5-174,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4213,Tabulator B,Batch 5,175,Tabulator B-Batch 5-175,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4214,Tabulator B,Batch 5,176,Tabulator B-Batch 5-176,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4215,Tabulator B,Batch 5,177,Tabulator B-Batch 5-177,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4216,Tabulator B,Batch 5,178,Tabulator B-Batch 5-178,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4217,Tabulator B,Batch 5,179,Tabulator B-Batch 5-179,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4218,Tabulator B,Batch 5,180,Tabulator B-Batch 5-180,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4219,Tabulator B,Batch 5,181,Tabulator B-Batch 5-181,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4220,Tabulator B,Batch 5,182,Tabulator B-Batch 5-182,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4221,Tabulator B,Batch 5,183,Tabulator B-Batch 5-183,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4222,Tabulator B,Batch 5,184,Tabulator B-Batch 5-184,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4223,Tabulator B,Batch 5,185,Tabulator B-Batch 5-185,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4224,Tabulator B,Batch 5,186,Tabulator B-Batch 5-186,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4225,Tabulator B,Batch 5,187,Tabulator B-Batch 5-187,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4226,Tabulator B,Batch 5,188,Tabulator B-Batch 5-188,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4227,Tabulator B,Batch 5,189,Tabulator B-Batch 5-189,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4228,Tabulator B,Batch 5,190,Tabulator B-Batch 5-190,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4229,Tabulator B,Batch 5,191,Tabulator B-Batch 5-191,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4230,Tabulator B,Batch 5,192,Tabulator B-Batch 5-192,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4231,Tabulator B,Batch 5,193,Tabulator B-Batch 5-193,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4232,Tabulator B,Batch 5,194,Tabulator B-Batch 5-194,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4233,Tabulator B,Batch 5,195,Tabulator B-Batch 5-195,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4234,Tabulator B,Batch 5,196,Tabulator B-Batch 5-196,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4235,Tabulator B,Batch 5,197,Tabulator B-Batch 5-197,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4236,Tabulator B,Batch 5,198,Tabulator B-Batch 5-198,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4237,Tabulator B,Batch 5,199,Tabulator B-Batch 5-199,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4238,Tabulator B,Batch 5,200,Tabulator B-Batch 5-200,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4239,Tabulator B,Batch 5,201,Tabulator B-Batch 5-201,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4240,Tabulator B,Batch 5,202,Tabulator B-Batch 5-202,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4241,Tabulator B,Batch 5,203,Tabulator B-Batch 5-203,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4242,Tabulator B,Batch 5,204,Tabulator B-Batch 5-204,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4243,Tabulator B,Batch 5,205,Tabulator B-Batch 5-205,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4244,Tabulator B,Batch 5,206,Tabulator B-Batch 5-206,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4245,Tabulator B,Batch 5,207,Tabulator B-Batch 5-207,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4246,Tabulator B,Batch 5,208,Tabulator B-Batch 5-208,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4247,Tabulator B,Batch 5,209,Tabulator B-Batch 5-209,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4248,Tabulator B,Batch 5,210,Tabulator B-Batch 5-210,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4249,Tabulator B,Batch 5,211,Tabulator B-Batch 5-211,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4250,Tabulator B,Batch 5,212,Tabulator B-Batch 5-212,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4251,Tabulator B,Batch 5,213,Tabulator B-Batch 5-213,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4252,Tabulator B,Batch 5,214,Tabulator B-Batch 5-214,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4253,Tabulator B,Batch 5,215,Tabulator B-Batch 5-215,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4254,Tabulator B,Batch 5,216,Tabulator B-Batch 5-216,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4255,Tabulator B,Batch 5,217,Tabulator B-Batch 5-217,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4256,Tabulator B,Batch 5,218,Tabulator B-Batch 5-218,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4257,Tabulator B,Batch 5,219,Tabulator B-Batch 5-219,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4258,Tabulator B,Batch 5,220,Tabulator B-Batch 5-220,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
4259,Tabulator B,Batch 5,221,Tabulator B-Batch 5-221,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4260,Tabulator B,Batch 5,222,Tabulator B-Batch 5-222,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4261,Tabulator B,Batch 5,223,Tabulator B-Batch 5-223,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4262,Tabulator B,Batch 5,224,Tabulator B-Batch 5-224,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4263,Tabulator B,Batch 5,225,Tabulator B-Batch 5-225,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4264,Tabulator B,Batch 5,226,Tabulator B-Batch 5-226,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4265,Tabulator B,Batch 5,227,Tabulator B-Batch 5-227,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4266,Tabulator B,Batch 5,228,Tabulator B-Batch 5-228,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
4267,Tabulator B,Batch 5,229,Tabulator B-Batch 5-229,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4268,Tabulator B,Batch 5,230,Tabulator B-Batch 5-230,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4269,Tabulator B,Batch 5,231,Tabulator B-Batch 5-231,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4270,Tabulator B,Batch 5,232,Tabulator B-Batch 5-232,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4271,Tabulator B,Batch 5,233,Tabulator B-Batch 5-233,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4272,Tabulator B,Batch 5,234,Tabulator B-Batch 5-234,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4273,Tabulator B,Batch 5,235,Tabulator B-Batch 5-235,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4274,Tabulator B,Batch 5,236,Tabulator B-Batch 5-236,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4275,Tabulator B,Batch 5,237,Tabulator B-Batch 5-237,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4276,Tabulator B,Batch 5,238,Tabulator B-Batch 5-238,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4277,Tabulator B,Batch 5,239,Tabulator B-Batch 5-239,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4278,Tabulator B,Batch 5,240,Tabulator B-Batch 5-240,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4279,Tabulator B,Batch 5,241,Tabulator B-Batch 5-241,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4280,Tabulator B,Batch 5,242,Tabulator B-Batch 5-242,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4281,Tabulator B,Batch 5,243,Tabulator B-Batch 5-243,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4282,Tabulator B,Batch 5,244,Tabulator B-Batch 5-244,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4283,Tabulator B,Batch 5,245,Tabulator B-Batch 5-245,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4284,Tabulator B,Batch 5,246,Tabulator B-Batch 5-246,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4285,Tabulator B,Batch 5,247,Tabulator B-Batch 5-247,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4286,Tabulator B,Batch 5,248,Tabulator B-Batch 5-248,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4287,Tabulator B,Batch 5,249,Tabulator B-Batch 5-249,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4288,Tabulator B,Batch 5,250,Tabulator B-Batch 5-250,Election Day,precinct-portion-1,ballot-type-1,0,0,0,1,0
4289,Tabulator B,Batch 5,251,Tabulator B-Batch 5-251,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4290,Tabulator B,Batch 5,252,Tabulator B-Batch 5-252,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4291,Tabulator B,Batch 5,253,Tabulator B-Batch 5-253,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4292,Tabulator B,Batch 5,254,Tabulator B-Batch 5-254,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4293,Tabulator B,Batch 5,255,Tabulator B-Batch 5-255,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4294,Tabulator B,Batch 5,256,Tabulator B-Batch 5-256,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4295,Tabulator B,Batch 5,257,Tabulator B-Batch 5-257,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4296,Tabulator B,Batch 5,258,Tabulator B-Batch 5-258,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4297,Tabulator B,Batch 5,259,Tabulator B-Batch 5-259,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4298,Tabulator B,Batch 5,260,Tabulator B-Batch 5-260,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4299,Tabulator B,Batch 5,261,Tabulator B-Batch 5-261,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
4300,Tabulator B,Batch 5,262,Tabulator B-Batch 5-262,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4301,Tabulator B,Batch 5,263,Tabulator B-Batch 5-263,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4302,Tabulator B,Batch 5,264,Tabulator B-Batch 5-264,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4303,Tabulator B,Batch 5,265,Tabulator B-Batch 5-265,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4304,Tabulator B,Batch 5,266,Tabulator B-Batch 5-266,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4305,Tabulator B,Batch 5,267,Tabulator B-Batch 5-267,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4306,Tabulator B,Batch 5,268,Tabulator B-Batch 5-268,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4307,Tabulator B,Batch 5,269,Tabulator B-Batch 5-269,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4308,Tabulator B,Batch 5,270,Tabulator B-Batch 5-270,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4309,Tabulator B,Batch 5,271,Tabulator B-Batch 5-271,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4310,Tabulator B,Batch 5,272,Tabulator B-Batch 5-272,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4311,Tabulator B,Batch 5,273,Tabulator B-Batch 5-273,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4312,Tabulator B,Batch 5,274,Tabulator B-Batch 5-274,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4313,Tabulator B,Batch 5,275,Tabulator B-Batch 5-275,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4314,Tabulator B,Batch 5,276,Tabulator B-Batch 5-276,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4315,Tabulator B,Batch 5,277,Tabulator B-Batch 5-277,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4316,Tabulator B,Batch 5,278,Tabulator B-Batch 5-278,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4317,Tabulator B,Batch 5,279,Tabulator B-Batch 5-279,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
4318,Tabulator B,Batch 5,280,Tabulator B-Batch 5-280,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4319,Tabulator B,Batch 5,281,Tabulator B-Batch 5-281,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4320,Tabulator B,Batch 5,282,Tabulator B-Batch 5-282,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4321,Tabulator B,Batch 5,283,Tabulator B-Batch 5-283,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4322,Tabulator B,Batch 5,284,Tabulator B-Batch 5-284,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4323,Tabulator B,Batch 5,285,Tabulator B-Batch 5-285,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4324,Tabulator B,Batch 5,286,Tabulator B-Batch 5-286,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4325,Tabulator B,Batch 5,287,Tabulator B-Batch 5-287,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4326,Tabulator B,Batch 5,288,Tabulator B-Batch 5-288,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4327,Tabulator B,Batch 5,289,Tabulator B-Batch 5-289,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4328,Tabulator B,Batch 5,290,Tabulator B-Batch 5-290,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4329,Tabulator B,Batch 5,291,Tabulator B-Batch 5-291,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4330,Tabulator B,Batch 5,292,Tabulator B-Batch 5-292,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
4331,Tabulator B,Batch 5,293,Tabulator B-Batch 5-293,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4332,Tabulator B,Batch 5,294,Tabulator B-Batch 5-294,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4333,Tabulator B,Batch 5,295,Tabulator B-Batch 5-295,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4334,Tabulator B,Batch 5,296,Tabulator B-Batch 5-296,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4335,Tabulator B,Batch 5,297,Tabulator B-Batch 5-297,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4336,Tabulator B,Batch 5,298,Tabulator B-Batch 5-298,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4337,Tabulator B,Batch 5,299,Tabulator B-Batch 5-299,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4338,Tabulator B,Batch 5,300,Tabulator B-Batch 5-300,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4339,Tabulator B,Batch 5,301,Tabulator B-Batch 5-301,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4340,Tabulator B,Batch 5,302,Tabulator B-Batch 5-302,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4341,Tabulator B,Batch 5,303,Tabulator B-Batch 5-303,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4342,Tabulator B,Batch 5,304,Tabulator B-Batch 5-304,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4343,Tabulator B,Batch 5,305,Tabulator B-Batch 5-305,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4344,Tabulator B,Batch 5,306,Tabulator B-Batch 5-306,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4345,Tabulator B,Batch 5,307,Tabulator B-Batch 5-307,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4346,Tabulator B,Batch 5,308,Tabulator B-Batch 5-308,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4347,Tabulator B,Batch 5,309,Tabulator B-Batch 5-309,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4348,Tabulator B,Batch 5,310,Tabulator B-Batch 5-310,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4349,Tabulator B,Batch 5,311,Tabulator B-Batch 5-311,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4350,Tabulator B,Batch 5,312,Tabulator B-Batch 5-312,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4351,Tabulator B,Batch 5,313,Tabulator B-Batch 5-313,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4352,Tabulator B,Batch 5,314,Tabulator B-Batch 5-314,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4353,Tabulator B,Batch 5,315,Tabulator B-Batch 5-315,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4354,Tabulator B,Batch 5,316,Tabulator B-Batch 5-316,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4355,Tabulator B,Batch 5,317,Tabulator B-Batch 5-317,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
