Medium Election,5.2.16.1,,,,,,,,,,,
,,,,,,,,Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1)
2054,Tabulator C,Batch 3,55,Tabulator C-Batch 3-55,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2055,Tabulator C,Batch 3,56,Tabulator C-Batch 3-56,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2056,Tabulator C,Batch 3,57,Tabulator C-Batch 3-57,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2057,Tabulator C,Batch 3,58,Tabulator C-Batch 3-58,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2058,Tabulator C,Batch 3,59,Tabulator C-Batch 3-59,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2059,Tabulator C,Batch 3,60,Tabulator C-Batch 3-60,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2060,Tabulator C,Batch 3,61,Tabulator C-Batch 3-61,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2061,Tabulator C,Batch 3,62,Tabulator C-Batch 3-62,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2062,Tabulator C,Batch 3,63,Tabulator C-Batch 3-63,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2063,Tabulator C,Batch 3,64,Tabulator C-Batch 3-64,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2064,Tabulator C,Batch 3,65,Tabulator C-Batch 3-65,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2065,Tabulator C,Batch 3,66,Tabulator C-Batch 3-66,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2066,Tabulator C,Batch 3,67,Tabulator C-Batch 3-67,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2067,Tabulator C,Batch 3,68,Tabulator C-Batch 3-68,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2068,Tabulator C,Batch 3,69,Tabulator C-Batch 3-69,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2069,Tabulator C,Batch 3,70,Tabulator C-Batch 3-70,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2070,Tabulator C,Batch 3,71,Tabulator C-Batch 3-71,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2071,Tabulator C,Batch 3,72,Tabulator C-Batch 3-72,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
2072,Tabulator C,Batch 3,73,Tabulator C-Batch 3-73,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2073,Tabulator C,Batch 3,74,Tabulator C-Batch 3-74,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2074,Tabulator C,Batch 3,75,Tabulator C-Batch 3-75,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2075,Tabulator C,Batch 3,76,Tabulator C-Batch 3-76,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2076,Tabulator C,Batch 3,77,Tabulator C-Batch 3-77,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2077,Tabulator C,Batch 3,78,Tabulator C-Batch 3-78,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
2078,Tabulator C,Batch 3,79,Tabulator C-Batch 3-79,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2079,Tabulator C,Batch 3,80,Tabulator C-Batch 3-80,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2080,Tabulator C,Batch 3,81,Tabulator C-Batch 3-81,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2081,Tabulator C,Batch 3,82,Tabulator C-Batch 3-82,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2082,Tabulator C,Batch 3,83,Tabulator C-Batch 3-83,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2083,Tabulator C,Batch 3,84,Tabulator C-Batch 3-84,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2084,Tabulator C,Batch 3,85,Tabulator C-Batch 3-85,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2085,Tabulator C,Batch 3,86,Tabulator C-Batch 3-86,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2086,Tabulator C,Batch 3,87,Tabulator C-Batch 3-87,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2087,Tabulator C,Batch 3,88,Tabulator C-Batch 3-88,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
2088,Tabulator C,Batch 3,89,Tabulator C-Batch 3-89,Election Day,precinct-portion-1,ballot-type-1,0,0,0,1,0
2089,Tabulator C,Batch 3,90,Tabulator C-Batch 3-90,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2090,Tabulator C,Batch 3,91,Tabulator C-Batch 3-91,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2091,Tabulator C,Batch 3,92,Tabulator C-Batch 3-92,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2092,Tabulator C,Batch 3,93,Tabulator C-Batch 3-93,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2093,Tabulator C,Batch 3,94,Tabulator C-Batch 3-94,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2094,Tabulator C,Batch 3,95,Tabulator C-Batch 3-95,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2095,Tabulator C,Batch 3,96,Tabulator C-Batch 3-96,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2096,Tabulator C,Batch 3,97,Tabulator C-Batch 3-97,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2097,Tabulator C,Batch 3,98,Tabulator C-Batch 3-98,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2098,Tabulator C,Batch 3,99,Tabulator C-Batch 3-99,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2099,Tabulator C,Batch 3,100,Tabulator C-Batch 3-100,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2100,Tabulator C,Batch 3,101,Tabulator C-Batch 3-101,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2101,Tabulator C,Batch 3,102,Tabulator C-Batch 3-102,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2102,Tabulator C,Batch 3,103,Tabulator C-Batch 3-103,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2103,Tabulator C,Batch 3,104,Tabulator C-Batch 3-104,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2104,Tabulator C,Batch 3,105,Tabulator C-Batch 3-105,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2105,Tabulator C,Batch 3,106,Tabulator C-Batch 3-106,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2106,Tabulator C,Batch 3,107,Tabulator C-Batch 3-107,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2107,Tabulator C,Batch 3,108,Tabulator C-Batch 3-108,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2108,Tabulator C,Batch 3,109,Tabulator C-Batch 3-109,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2109,Tabulator C,Batch 3,110,Tabulator C-Batch 3-110,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2110,Tabulator C,Batch 3,111,Tabulator C-Batch 3-111,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
2111,Tabulator C,Batch 3,112,Tabulator C-Batch 3-112,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2112,Tabulator C,Batch 3,113,Tabulator C-Batch 3-113,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
2113,Tabulator C,Batch 3,114,Tabulator C-Batch 3-114,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2114,Tabulator C,Batch 3,115,Tabulator C-Batch 3-115,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2115,Tabulator C,Batch 3,116,Tabulator C-Batch 3-116,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2116,Tabulator C,Batch 3,117,Tabulator C-Batch 3-117,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2117,Tabulator C,Batch 3,118,Tabulator C-Batch 3-118,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2118,Tabulator C,Batch 3,119,Tabulator C-Batch 3-119,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2119,Tabulator C,Batch 3,120,Tabulator C-Batch 3-120,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2120,Tabulator C,Batch 3,121,Tabulator C-Batch 3-121,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2121,Tabulator C,Batch 3,122,Tabulator C-Batch 3-122,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2122,Tabulator C,Batch 3,123,Tabulator C-Batch 3-123,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2123,Tabulator C,Batch 3,124,Tabulator C-Batch 3-124,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2124,Tabulator C,Batch 3,125,Tabulator C-Batch 3-125,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2125,Tabulator C,Batch 3,126,Tabulator C-Batch 3-126,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2126,Tabulator C,Batch 3,127,Tabulator C-Batch 3-127,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2127,Tabulator C,Batch 3,128,Tabulator C-Batch 3-128,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2128,Tabulator C,Batch 3,129,Tabulator C-Batch 3-129,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2129,Tabulator C,Batch 3,130,Tabulator C-Batch 3-130,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2130,Tabulator C,Batch 3,131,Tabulator C-Batch 3-131,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2131,Tabulator C,Batch 3,132,Tabulator C-Batch 3-132,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
2132,Tabulator C,Batch 3,133,Tabulator C-Batch 3-133,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
2133,Tabulator C,Batch 3,134,Tabulator C-Batch 3-134,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2134,Tabulator C,Batch 3,135,Tabulator C-Batch 3-135,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2135,Tabulator C,Batch 3,136,Tabulator C-Batch 3-136,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2136,Tabulator C,Batch 3,137,Tabulator C-Batch 3-137,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2137,Tabulator C,Batch 3,138,Tabulator C-Batch 3-138,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2138,Tabulator C,Batch 3,139,Tabulator C-Batch 3-139,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2139,Tabulator C,Batch 3,140,Tabulator C-Batch 3-140,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2140,Tabulator C,Batch 3,141,Tabulator C-Batch 3-141,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2141,Tabulator C,Batch 3,142,Tabulator C-Batch 3-142,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2142,Tabulator C,Batch 3,143,Tabulator C-Batch 3-143,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2143,Tabulator C,Batch 3,144,Tabulator C-Batch 3-144,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
2144,Tabulator C,Batch 3,145,Tabulator C-Batch 3-145,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2145,Tabulator C,Batch 3,146,Tabulator C-Batch 3-146,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2146,Tabulator C,Batch 3,147,Tabulator C-Batch 3-147,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2147,Tabulator C,Batch 3,148,Tabulator C-Batch 3-148,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2148,Tabulator C,Batch 3,149,Tabulator C-Batch 3-149,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2149,Tabulator C,Batch 3,150,Tabulator C-Batch 3-150,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2150,Tabulator C,Batch 3,151,Tabulator C-Batch 3-151,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2151,Tabulator C,Batch 3,152,Tabulator C-Batch 3-152,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2152,Tabulator C,Batch 3,153,Tabulator C-Batch 3-153,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2153,Tabulator C,Batch 3,154,Tabulator C-Batch 3-154,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2154,Tabulator C,Batch 3,155,Tabulator C-Batch 3-155,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2155,Tabulator C,Batch 3,156,Tabulator C-Batch 3-156,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2156,Tabulator C,Batch 3,157,Tabulator C-Batch 3-157,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
2157,Tabulator C,Batch 3,158,Tabulator C-Batch 3-158,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2158,Tabulator C,Batch 3,159,Tabulator C-Batch 3-159,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2159,Tabulator C,Batch 3,160,Tabulator C-Batch 3-160,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2160,Tabulator C,Batch 3,161,Tabulator C-Batch 3-161,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2161,Tabulator C,Batch 3,162,Tabulator C-Batch 3-162,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
2162,Tabulator C,Batch 3,163,Tabulator C-Batch 3-163,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2163,Tabulator C,Batch 3,164,Tabulator C-Batch 3-164,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2164,Tabulator C,Batch 3,165,Tabulator C-Batch 3-165,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
2165,Tabulator C,Batch 3,166,Tabulator C-Batch 3-166,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2166,Tabulator C,Batch 3,167,Tabulator C-Batch 3-167,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2167,Tabulator C,Batch 3,168,Tabulator C-Batch 3-168,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2168,Tabulator C,Batch 3,169,Tabulator C-Batch 3-169,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
2169,Tabulator C,Batch 3,170,Tabulator C-Batch 3-170,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2170,Tabulator C,Batch 3,171,Tabulator C-Batch 3-171,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2171,Tabulator C,Batch 3,172,Tabulator C-Batch 3-172,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2172,Tabulator C,Batch 3,173,Tabulator C-Batch 3-173,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2173,Tabulator C,Batch 3,174,Tabulator C-Batch 3-174,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2174,Tabulator C,Batch 3,175,Tabulator C-Batch 3-175,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
2175,Tabulator C,Batch 3,176,Tabulator C-Batch 3-176,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2176,Tabulator C,Batch 3,177,Tabulator C-Batch 3-177,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2177,Tabulator C,Batch 3,178,Tabulator C-Batch 3-178,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2178,Tabulator C,Batch 3,179,Tabulator C-Batch 3-179,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2179,Tabulator C,Batch 3,180,Tabulator C-Batch 3-180,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2180,Tabulator C,Batch 3,181,Tabulator C-Batch 3-181,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2181,Tabulator C,Batch 3,182,Tabulator C-Batch 3-182,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2182,Tabulator C,Batch 3,183,Tabulator C-Batch 3-183,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2183,Tabulator C,Batch 3,184,Tabulator C-Batch 3-184,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
2184,Tabulator C,Batch 3,185,Tabulator C-Batch 3-185,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2185,Tabulator C,Batch 3,186,Tabulator C-Batch 3-186,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2186,Tabulator C,Batch 3,187,Tabulator C-Batch 3-187,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2187,Tabulator C,Batch 3,188,Tabulator C-Batch 3-188,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2188,Tabulator C,Batch 3,189,Tabulator C-Batch 3-189,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
2189,Tabulator C,Batch 3,190,Tabulator C-Batch 3-190,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2190,Tabulator C,Batch 3,191,Tabulator C-Batch 3-191,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2191,Tabulator C,Batch 3,192,Tabulator C-Batch 3-192,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2192,Tabulator C,Batch 3,193,Tabulator C-Batch 3-193,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
2193,Tabulator C,Batch 3,194,Tabulator C-Batch 3-194,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2194,Tabulator C,Batch 3,195,Tabulator C-Batch 3-195,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2195,Tabulator C,Batch 3,196,Tabulator C-Batch 3-196,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2196,Tabulator C,Batch 3,197,Tabulator C-Batch 3-197,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2197,Tabulator C,Batch 3,198,Tabulator C-Batch 3-198,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2198,Tabulator C,Batch 3,199,Tabulator C-Batch 3-199,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
2199,Tabulator C,Batch 3,200,Tabulator C-Batch 3-200,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2200,Tabulator C,Batch 3,201,Tabulator C-Batch 3-201,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2201,Tabulator C,Batch 3,202,Tabulator C-Batch 3-202,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2202,Tabulator C,Batch 3,203,Tabulator C-Batch 3-203,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2203,Tabulator C,Batch 3,204,Tabulator C-Batch 3-204,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2204,Tabulator C,Batch 3,205,Tabulator C-Batch 3-205,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2205,Tabulator C,Batch 3,206,Tabulator C-Batch 3-206,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2206,Tabulator C,Batch 3,207,Tabulator C-Batch 3-207,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2207,Tabulator C,Batch 3,208,Tabulator C-Batch 3-208,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2208,Tabulator C,Batch 3,209,Tabulator C-Batch 3-209,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2209,Tabulator C,Batch 3,210,Tabulator C-Batch 3-210,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2210,Tabulator C,Batch 3,211,Tabulator C-Batch 3-211,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2211,Tabulator C,Batch 3,212,Tabulator C-Batch 3-212,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2212,Tabulator C,Batch 3,213,Tabulator C-Batch 3-213,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2213,Tabulator C,Batch 3,214,Tabulator C-Batch 3-214,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2214,Tabulator C,Batch 3,215,Tabulator C-Batch 3-215,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2215,Tabulator C,Batch 3,216,Tabulator C-Batch 3-216,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2216,Tabulator C,Batch 3,217,Tabulator C-Batch 3-217,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2217,Tabulator C,Batch 3,218,Tabulator C-Batch 3-218,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2218,Tabulator C,Batch 3,219,Tabulator C-Batch 3-219,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2219,Tabulator C,Batch 3,220,Tabulator C-Batch 3-220,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2220,Tabulator C,Batch 3,221,Tabulator C-Batch 3-221,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2221,Tabulator C,Batch 3,222,Tabulator C-Batch 3-222,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2222,Tabulator C,Batch 3,223,Tabulator C-Batch 3-223,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2223,Tabulator C,Batch 3,224,Tabulator C-Batch 3-224,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2224,Tabulator C,Batch 3,225,Tabulator C-Batch 3-225,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
2225,Tabulator C,Batch 3,226,Tabulator C-Batch 3-226,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2226,Tabulator C,Batch 3,227,Tabulator C-Batch 3-227,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2227,Tabulator C,Batch 3,228,Tabulator C-Batch 3-228,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2228,Tabulator C,Batch 3,229,Tabulator C-Batch 3-229,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2229,Tabulator C,Batch 3,230,Tabulator C-Batch 3-230,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2230,Tabulator C,Batch 3,231,Tabulator C-Batch 3-231,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2231,Tabulator C,Batch 3,232,Tabulator C-Batch 3-232,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2232,Tabulator C,Batch 3,233,Tabulator C-Batch 3-233,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2233,Tabulator C,Batch 3,234,Tabulator C-Batch 3-234,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2234,Tabulator C,Batch 3,235,Tabulator C-Batch 3-235,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2235,Tabulator C,Batch 3,236,Tabulator C-Batch 3-236,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2236,Tabulator C,Batch 3,237,Tabulator C-Batch 3-237,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
2237,Tabulator C,Batch 3,238,Tabulator C-Batch 3-238,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2238,Tabulator C,Batch 3,239,Tabulator C-Batch 3-239,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2239,Tabulator C,Batch 3,240,Tabulator C-Batch 3-240,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2240,Tabulator C,Batch 3,241,Tabulator C-Batch 3-241,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2241,Tabulator C,Batch 3,242,Tabulator C-Batch 3-242,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2242,Tabulator C,Batch 3,243,Tabulator C-Batch 3-243,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2243,Tabulator C,Batch 3,244,Tabulator C-Batch 3-244,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2244,Tabulator C,Batch 3,245,Tabulator C-Batch 3-245,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2245,Tabulator C,Batch 3,246,Tabulator C-Batch 3-246,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2246,Tabulator C,Batch 3,247,Tabulator C-Batch 3-247,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2247,Tabulator C,Batch 3,248,Tabulator C-Batch 3-248,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
2248,Tabulator C,Batch 3,249,Tabulator C-Batch 3-249,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2249,Tabulator C,Batch 3,250,Tabulator C-Batch 3-250,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2250,Tabulator C,Batch 3,251,Tabulator C-Batch 3-251,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
2251,Tabulator C,Batch 3,252,Tabulator C-Batch 3-252,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2252,Tabulator C,Batch 3,253,Tabulator C-Batch 3-253,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
2253,Tabulator C,Batch 3,254,Tabulator C-Batch 3-254,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2254,Tabulator C,Batch 3,255,Tabulator C-Batch 3-255,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2255,Tabulator C,Batch 3,256,Tabulator C-Batch 3-256,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
2256,Tabulator C,Batch 3,257,Tabulator C-Batch 3-257,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2257,Tabulator C,Batch 3,258,Tabulator C-Batch 3-258,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2258,Tabulator C,Batch 3,259,Tabulator C-Batch 3-259,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2259,Tabulator C,Batch 3,260,Tabulator C-Batch 3-260,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2260,Tabulator C,Batch 3,261,Tabulator C-Batch 3-261,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2261,Tabulator C,Batch 3,262,Tabulator C-Batch 3-262,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2262,Tabulator C,Batch 3,263,Tabulator C-Batch 3-263,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2263,Tabulator C,Batch 3,264,Tabulator C-Batch 3-264,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
2264,Tabulator C,Batch 3,265,Tabulator C-Batch 3-265,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2265,Tabulator C,Batch 3,266,Tabulator C-Batch 3-266,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
2266,Tabulator C,Batch 3,267,Tabulator C-Batch 3-267,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
