Small Election,5.2.16.1,,,,,,,,,,,,,,,,,
,,,,,,,,Minister of Farming (Vote For=1),Minister of Farming (Vote For=1),Minister of Farming (Vote For=1),Master of Magic (Vote For=1),Master of Magic (Vote For=1),Master of Magic (Vote For=1),Master of Magic (Vote For=1),Master of Magic (Vote For=1),Secretary of Treasure (Vote For=1),Secretary of Treasure (Vote For=1),Secretary of Treasure (Vote For=1)
391,Tabulator A,Batch 16,4,Tabulator A-Batch 16-4,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
392,Tabulator A,Batch 16,5,Tabulator A-Batch 16-5,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
393,Tabulator A,Batch 16,6,Tabulator A-Batch 16-6,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
394,Tabulator A,Batch 16,7,Tabulator A-Batch 16-7,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,1,0
395,Tabulator A,Batch 16,8,Tabulator A-Batch 16-8,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
396,Tabulator A,Batch 16,9,Tabulator A-Batch 16-9,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
397,Tabulator A,Batch 16,10,Tabulator A-Batch 16-10,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
398,Tabulator A,Batch 16,11,Tabulator A-Batch 16-11,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
399,Tabulator A,Batch 16,12,Tabulator A-Batch 16-12,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0,0,0,1,1,0,0
400,Tabulator A,Batch 16,13,Tabulator A-Batch 16-13,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
401,Tabulator A,Batch 16,14,Tabulator A-Batch 16-14,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
402,Tabulator A,Batch 16,15,Tabulator A-Batch 16-15,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
403,Tabulator A,Batch 16,16,Tabulator A-Batch 16-16,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
404,Tabulator A,Batch 16,17,Tabulator A-Batch 16-17,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
405,Tabulator A,Batch 16,18,Tabulator A-Batch 16-18,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,1,0
406,Tabulator A,Batch 16,19,Tabulator A-Batch 16-19,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
407,Tabulator A,Batch 16,20,Tabulator A-Batch 16-20,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
408,Tabulator A,Batch 16,21,Tabulator A-Batch 16-21,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
409,Tabulator A,Batch 16,22,Tabulator A-Batch 16-22,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
410,Tabulator A,Batch 16,23,Tabulator A-Batch 16-23,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
411,Tabulator A,Batch 16,24,Tabulator A-Batch 16-24,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
412,Tabulator A,Batch 16,25,Tabulator A-Batch 16-25,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0,0,0,0,1,0,0
413,Tabulator A,Batch 16,26,Tabulator A-Batch 16-26,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
414,Tabulator A,Batch 16,27,Tabulator A-Batch 16-27,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
415,Tabulator A,Batch 16,28,Tabulator A-Batch 16-28,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
416,Tabulator A,Batch 16,29,Tabulator A-Batch 16-29,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
417,Tabulator A,Batch 16,30,Tabulator A-Batch 16-30,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
418,Tabulator A,Batch 16,31,Tabulator A-Batch 16-31,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
419,Tabulator A,Batch 16,32,Tabulator A-Batch 16-32,Election Day,precinct-portion-1,ballot-type-1,1,1,1,0,0,0,0,0,1,0,0
420,Tabulator A,Batch 16,33,Tabulator A-Batch 16-33,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,0,0,0,0,1,0,0
421,Tabulator A,Batch 16,34,Tabulator A-Batch 16-34,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
422,Tabulator A,Batch 16,35,Tabulator A-Batch 16-35,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
423,Tabulator A,Batch 16,36,Tabulator A-Batch 16-36,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
424,Tabulator A,Batch 16,37,Tabulator A-Batch 16-37,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
425,Tabulator A,Batch 16,38,Tabulator A-Batch 16-38,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
426,Tabulator A,Batch 16,39,Tabulator A-Batch 16-39,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
427,Tabulator A,Batch 16,40,Tabulator A-Batch 16-40,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
428,Tabulator A,Batch 16,41,Tabulator A-Batch 16-41,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
429,Tabulator A,Batch 16,42,Tabulator A-Batch 16-42,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
430,Tabulator A,Batch 16,43,Tabulator A-Batch 16-43,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
431,Tabulator A,Batch 16,44,Tabulator A-Batch 16-44,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
432,Tabulator A,Batch 16,45,Tabulator A-Batch 16-45,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,0,0
433,Tabulator A,Batch 16,46,Tabulator A-Batch 16-46,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
434,Tabulator A,Batch 16,47,Tabulator A-Batch 16-47,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,1,0
435,Tabulator A,Batch 16,48,Tabulator A-Batch 16-48,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,1,1
436,Tabulator B,Batch 17,1,Tabulator B-Batch 17-1,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,0,0
437,Tabulator B,Batch 17,2,Tabulator B-Batch 17-2,Election Day,precinct-portion-1,ballot-type-1,1,1,1,0,0,0,0,0,1,0,0
438,Tabulator B,Batch 17,3,Tabulator B-Batch 17-3,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
439,Tabulator B,Batch 17,4,Tabulator B-Batch 17-4,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
440,Tabulator B,Batch 17,5,Tabulator B-Batch 17-5,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
441,Tabulator B,Batch 17,6,Tabulator B-Batch 17-6,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
442,Tabulator B,Batch 17,7,Tabulator B-Batch 17-7,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
443,Tabulator B,Batch 17,8,Tabulator B-Batch 17-8,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
444,Tabulator B,Batch 17,9,Tabulator B-Batch 17-9,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
445,Tabulator B,Batch 17,10,Tabulator B-Batch 17-10,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
446,Tabulator B,Batch 17,11,Tabulator B-Batch 17-11,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,1,0
447,Tabulator B,Batch 17,12,Tabulator B-Batch 17-12,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
448,Tabulator B,Batch 17,13,Tabulator B-Batch 17-13,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
449,Tabulator B,Batch 17,14,Tabulator B-Batch 17-14,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
450,Tabulator B,Batch 17,15,Tabulator B-Batch 17-15,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,1,0,0
451,Tabulator B,Batch 17,16,Tabulator B-Batch 17-16,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,1,1
452,Tabulator B,Batch 17,17,Tabulator B-Batch 17-17,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
453,Tabulator B,Batch 17,18,Tabulator B-Batch 17-18,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
454,Tabulator B,Batch 17,19,Tabulator B-Batch 17-19,Election Day,precinct-portion-1,ballot-type-1,1,1,1,0,0,0,0,0,1,0,0
455,Tabulator B,Batch 17,20,Tabulator B-Batch 17-20,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
456,Tabulator B,Batch 17,21,Tabulator B-Batch 17-21,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
457,Tabulator B,Batch 17,22,Tabulator B-Batch 17-22,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
458,Tabulator B,Batch 17,23,Tabulator B-Batch 17-23,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,0,0
459,Tabulator C,Batch 18,1,Tabulator C-Batch 18-1,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
460,Tabulator C,Batch 18,2,Tabulator C-Batch 18-2,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,0,0
461,Tabulator C,Batch 18,3,Tabulator C-Batch 18-3,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
462,Tabulator C,Batch 18,4,Tabulator C-Batch 18-4,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,0,0,0,0,1,0,0
463,Tabulator C,Batch 18,5,Tabulator C-Batch 18-5,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
464,Tabulator C,Batch 18,6,Tabulator C-Batch 18-6,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
465,Tabulator C,Batch 18,7,Tabulator C-Batch 18-7,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
466,Tabulator C,Batch 18,8,Tabulator C-Batch 18-8,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
467,Tabulator C,Batch 18,9,Tabulator C-Batch 18-9,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
468,Tabulator C,Batch 18,10,Tabulator C-Batch 18-10,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
469,Tabulator C,Batch 18,11,Tabulator C-Batch 18-11,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
470,Tabulator C,Batch 18,12,Tabulator C-Batch 18-12,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
471,Tabulator C,Batch 18,13,Tabulator C-Batch 18-13,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
472,Tabulator C,Batch 18,14,Tabulator C-Batch 18-14,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,1,0,0
473,Tabulator C,Batch 18,15,Tabulator C-Batch 18-15,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
474,Tabulator C,Batch 18,16,Tabulator C-Batch 18-16,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
475,Tabulator C,Batch 18,17,Tabulator C-Batch 18-17,Election Day,precinct-portion-1,ballot-type-1,1,1,1,,,,,,1,0,0
476,Tabulator C,Batch 18,18,Tabulator C-Batch 18-18,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
477,Tabulator C,Batch 18,19,Tabulator C-Batch 18-19,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
478,Tabulator C,Batch 18,20,Tabulator C-Batch 18-20,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
479,Tabulator C,Batch 18,21,Tabulator C-Batch 18-21,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
480,Tabulator C,Batch 18,22,Tabulator C-Batch 18-22,Election Day,precinct-portion-1,ballot-type-1,1,1,1,0,0,0,0,0,1,0,0
481,Tabulator C,Batch 18,23,Tabulator C-Batch 18-23,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,0,0,0,0,1,0,0
482,Tabulator C,Batch 18,24,Tabulator C-Batch 18-24,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
483,Tabulator C,Batch 18,25,Tabulator C-Batch 18-25,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
484,Tabulator C,Batch 18,26,Tabulator C-Batch 18-26,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
485,Tabulator C,Batch 18,27,Tabulator C-Batch 18-27,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
486,Tabulator C,Batch 18,28,Tabulator C-Batch 18-28,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
487,Tabulator C,Batch 18,29,Tabulator C-Batch 18-29,Election Day,precinct-portion-1,ballot-type-1,1,1,1,0,0,0,0,0,1,0,0
488,Tabulator C,Batch 18,30,Tabulator C-Batch 18-30,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,1,0
489,Tabulator C,Batch 18,31,Tabulator C-Batch 18-31,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
490,Tabulator C,Batch 18,32,Tabulator C-Batch 18-32,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
491,Tabulator C,Batch 18,33,Tabulator C-Batch 18-33,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
492,Tabulator C,Batch 18,34,Tabulator C-Batch 18-34,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
493,Tabulator C,Batch 18,35,Tabulator C-Batch 18-35,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
494,Tabulator C,Batch 18,36,Tabulator C-Batch 18-36,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
495,Tabulator C,Batch 18,37,Tabulator C-Batch 18-37,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
496,Tabulator C,Batch 18,38,Tabulator C-Batch 18-38,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
497,Tabulator C,Batch 18,39,Tabulator C-Batch 18-39,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
498,Tabulator C,Batch 18,40,Tabulator C-Batch 18-40,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
499,Tabulator C,Batch 18,41,Tabulator C-Batch 18-41,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
